source_json,image_index,product_index,detected_product_type,rubrique,categorie,famille,description,colors,price_box_regions,logo_regions,warnings,reference,name,size,price,confidence_reference,confidence_price
PHOTO-2026-06-08-16-55-40 7.json,1,1,Table basse,Mobilier,Tables,Tables basses,"Table basse au design moderne avec un jeu de matériaux en bois et marbre. Cette pièce élégante comporte un plateau principal en marbre noir veiné et une surface secondaire en marbre blanc, configurés en forme ovale. La structure en bois foncé lui confère un aspect contemporain et sophistiqué, parfait pour un salon ou un espace de réception. Sa conception offre une fonctionnalité pratique tout en valorisant l'ambiance déco de l'intérieur marocain en alliance avec un style raffiné.","[""Noir"",""Beige""]","[{""x_min"":0.05,""y_min"":0.2,""x_max"":0.35,""y_max"":0.4,""confidence"":0.95},{""x_min"":0.4,""y_min"":0.2,""x_max"":0.7,""y_max"":0.4,""confidence"":0.94},{""x_min"":0.05,""y_min"":0.4,""x_max"":0.35,""y_max"":0.6,""confidence"":0.93},{""x_min"":0.4,""y_min"":0.4,""x_max"":0.7,""y_max"":0.6,""confidence"":0.92}]",[],[],A2337,Table basse en bois et marbre,,3240.0,0.99,0.98
PHOTO-2026-06-08-16-55-40 7.json,1,2,Table basse,Mobilier,Tables,Tables basses,"Table basse au design moderne avec un jeu de matériaux en bois et marbre. Cette pièce élégante comporte un plateau principal en marbre noir veiné et une surface secondaire en marbre blanc, configurés en forme ovale. La structure en bois foncé lui confère un aspect contemporain et sophistiqué, parfait pour un salon ou un espace de réception. Sa conception offre une fonctionnalité pratique tout en valorisant l'ambiance déco de l'intérieur marocain en alliance avec un style raffiné.","[""Noir"",""Beige""]","[{""x_min"":0.05,""y_min"":0.2,""x_max"":0.35,""y_max"":0.4,""confidence"":0.95},{""x_min"":0.4,""y_min"":0.2,""x_max"":0.7,""y_max"":0.4,""confidence"":0.94},{""x_min"":0.05,""y_min"":0.4,""x_max"":0.35,""y_max"":0.6,""confidence"":0.93},{""x_min"":0.4,""y_min"":0.4,""x_max"":0.7,""y_max"":0.6,""confidence"":0.92}]",[],[],,Table basse en bois et marbre,,,0.6,0.0
PHOTO-2026-06-08-16-55-40.json,1,,Table basse moderne en marbre avec structure dorée,Mobilier > Tables > Tables basses,Tables basses,Tables de salon,"Cette table basse au design contemporain présente un plateau en marbre aux veines élégantes, soutenu par une structure métallique dorée. Son style moderne s’intègre parfaitement dans un salon sophistiqué ou un espace de réception. Elle offre une surface idéale pour déposer des objets décoratifs, des magazines ou des goûters, apportant une touche d'élégance et de fonctionnalité à votre intérieur marocain. Sa finition en marbre et son cadre doré en font une pièce à la fois pratique et décorative, adaptée à un salon moderne ou un espace de détente chic.","[""Beige"",""Doré""]",[],[],[],,,,,,
PHOTO-2026-06-08-16-55-41 2.json,1,1,Console design moderne,Mobilier,Tables et consoles,Consoles,"Cette console élégante présente un plateau blanc aux finitions sophistiquées, reposant sur une structure en métal doré avec deux ovals imbriqués. Idéale pour un hall d'entrée ou un salon, elle allie style contemporain et luxe, apportant une touche raffinée à votre décoration intérieure. Sa conception moderne s'intègre parfaitement dans un intérieur chic et sophistiqué, offrant à la fois fonctionnalité et élégance.","[""Blanc"",""Doré""]","[{""x_min"":0.75,""y_min"":0.048,""x_max"":0.94,""y_max"":0.144,""confidence"":0.95}]","[{""x_min"":0.88,""y_min"":0.86,""x_max"":0.97,""y_max"":0.94,""confidence"":0.8}]",[],kd 255,Console design moderne,,2450.0,1.0,1.0
PHOTO-2026-06-08-16-55-41 3.json,1,1,Meuble TV,Mobilier,Meubles multimédia,Meuble télévision,"Console de télévision moderne de style contemporain avec fini bicolore, combinant un plateau supérieur gris clair avec une base en bois sombre, équipée d'espaces de rangement ouverts et fermés pour organiser appareils électroniques et accessoires.","[""Gris"",""Marron""]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.18,""y_max"":0.07,""confidence"":0.95}]",[],[],2329,Meuble TV contemporain bicolore,,3800.0,0.98,0.95
PHOTO-2026-06-08-16-55-41 4.json,1,1,Tables,Mobilier > Tables,Tables basses,,"Set de trois tables basses de différentes hauteurs avec surface en bois et structure métallique dorée au design contemporain. Ces tables peuvent être utilisées comme pièces centrales dans un salon ou un espace lounge, apportant une touche moderne et élégante avec leur finition métallique brillante et leur plateau en bois. Leur design léger et géométrique facilite leur intégration dans divers styles d’intérieur, que ce soit minimaliste, industriel ou chic.","[""Doré""]",[],[],[],,Set de trois tables basses modernes en métal doré et surface en bois,,,0.0,0.0
PHOTO-2026-06-08-16-55-41 5.json,1,1,Accessoires de décoration,Décoration,,,"Collection de trois tables d'appoint design avec dessus en matière effet marbre et structures en métal doré, disposées pour créer un espace moderne et élégant dans un salon ou un espace de réception. Ces tables apportent une touche sophistiquée et un aspect contemporain à votre intérieur, parfait pour compléter une décoration tendance et raffinée.","[""Doré""]","[{""x_min"":0.488,""y_min"":0.182,""x_max"":0.602,""y_max"":0.262,""confidence"":0.92}]",[],[],8190,Tables d'appoint design en métal doré et surface effet marbre,,650.0,0.95,0.94
PHOTO-2026-06-08-16-55-41 5.json,1,2,Accessoires de décoration,Décoration,,,"Collection de trois tables d'appoint design avec dessus en matière effet marbre et structures en métal doré, disposées pour créer un espace moderne et élégant dans un salon ou un espace de réception. Ces tables apportent une touche sophistiquée et un aspect contemporain à votre intérieur, parfait pour compléter une décoration tendance et raffinée.","[""Doré""]","[{""x_min"":0.488,""y_min"":0.182,""x_max"":0.602,""y_max"":0.262,""confidence"":0.92}]",[],[],8190,Tables d'appoint design en métal doré et surface effet marbre,,650.0,0.95,0.94
PHOTO-2026-06-08-16-55-41 5.json,1,3,Accessoires de décoration,Décoration,,,"Collection de trois tables d'appoint design avec dessus en matière effet marbre et structures en métal doré, disposées pour créer un espace moderne et élégant dans un salon ou un espace de réception. Ces tables apportent une touche sophistiquée et un aspect contemporain à votre intérieur, parfait pour compléter une décoration tendance et raffinée.","[""Doré""]","[{""x_min"":0.488,""y_min"":0.182,""x_max"":0.602,""y_max"":0.262,""confidence"":0.92}]",[],[],8190,Tables d'appoint design en métal doré et surface effet marbre,,650.0,0.95,0.94
PHOTO-2026-06-08-16-55-41 6.json,1,1,Tables basses,Mobilier > Tables > Tables basses,Tables basses,,"Ensemble de trois tables basses en finition noir laqué, de dimensions variables, superposables. Leur design moderne et épuré en fait des éléments décoratifs pratiques pour un salon contemporain. Faciles à intégrer dans un intérieur marocain au style moderne, elles apportent une touche d'élégance et de fonctionnalité à l'espace de vie.","[""Noir""]","[{""x_min"":0.68,""y_min"":0.16,""x_max"":0.78,""y_max"":0.24,""confidence"":0.98}]",[],[],92323,Tables basses laquées noires,,1300.0,0.99,0.99
PHOTO-2026-06-08-16-55-41 6.json,1,2,Tables basses,Mobilier > Tables > Tables basses,Tables basses,,"Ensemble de trois tables basses en finition noir laqué, de dimensions variables, superposables. Leur design moderne et épuré en fait des éléments décoratifs pratiques pour un salon contemporain. Faciles à intégrer dans un intérieur marocain au style moderne, elles apportent une touche d'élégance et de fonctionnalité à l'espace de vie.","[""Noir""]","[{""x_min"":0.68,""y_min"":0.16,""x_max"":0.78,""y_max"":0.24,""confidence"":0.98}]",[],[],,Table basse superposée,,,0.85,0.0
PHOTO-2026-06-08-16-55-41.json,1,1,Table basse,Mobilier,Tables,,"Console ou table basse moderne avec surface en effet marbre noir pour un look élégant et sophistiqué. La structure est délicate et épurée, parfaite pour un salon contemporain. Idéal pour accueillir des objets décoratifs ou des accessoires lors de moments de détente. S'intègre facilement dans un intérieur marocain contemporain, apportant une touche de raffinement et de modernité au living ou à l'entrée.","[""Noir""]","[{""x_min"":0.853,""y_min"":0.677,""x_max"":0.958,""y_max"":0.78,""confidence"":0.95},{""x_min"":0.029,""y_min"":0.674,""x_max"":0.857,""y_max"":0.793,""confidence"":0.92}]",[],[],,,,3450.0,0.0,0.98
PHOTO-2026-06-08-16-55-42 2.json,1,1,Table basse,Mobilier > Tables > Tables basses,Tables basses,Tables basses modernes,"Table basse moderne à double plateau composée d'une surface en marbre blanc avec veines grises, accompagnée d'une structure en métal finition gris argenté. Son design épuré et ses formes ovales offrent une touche contemporaine idéale pour agrémenter un salon ou un espace de réception. Facile à intégrer dans un intérieur marocain contemporain, elle sert à poser des objets de décoration, des magazines ou des boissons. La table contribue à créer une ambiance élégante et fonctionnelle dans votre espace de vie.","[""Blanc"",""Gris""]","[{""x_min"":0.33,""y_min"":0.74,""x_max"":0.65,""y_max"":0.86,""confidence"":0.95}]",[],[],,,,2950.0,0.7,0.95
PHOTO-2026-06-08-16-55-42 3.json,1,1,Table basse design en métal doré,Mobilier,Tables,Tables basses,"Table basse au design contemporain avec un plateau en verre clair et une structure en métal doré finement travaillée. Son style moderne et élégant en fait un élément décoratif idéal pour un salon ou un espace de réception. Facile à intégrer dans un intérieur sophistiqué, elle offre une surface pratique pour disposer des objets décoratifs ou des magazines, tout en apportant une ambiance chaleureuse et luxueuse à la pièce.","[""Orange""]","[{""x_min"":0.75,""y_min"":0.0,""x_max"":1.0,""y_max"":0.2,""confidence"":0.95}]",[],[],XG 225,Table basse design en métal doré,,2700.0,0.9,0.9
PHOTO-2026-06-08-16-55-42 4.json,1,1,Table basse et table d'appoint,Mobilier,Tables,,"Ensemble comprenant une table basse rectangulaire aux lignes modernes avec un plateau effet marbre foncé aux veines dorées, associée à une table d'appoint ronde avec un plateau en finition dorée. Idéal pour apporter une touche élégante et contemporaine à un salon ou un espace de réception, ces meubles offrent à la fois esthétique et praticité. Leur design léger et sophistiqué s'intègre parfaitement dans un intérieur marocain contemporain, apportant une ambiance raffinée et chaleureuse.","[""Noir"",""Doré""]","[{""x_min"":0.0,""y_min"":0.8,""x_max"":0.2,""y_max"":1.0,""confidence"":0.95},{""x_min"":0.8,""y_min"":0.8,""x_max"":1.0,""y_max"":1.0,""confidence"":0.95}]","[{""x_min"":0.9,""y_min"":0.0,""x_max"":1.0,""y_max"":0.1,""confidence"":0.9}]",[],,,,,0.0,0.0
PHOTO-2026-06-08-16-55-42 5.json,1,1,Table basse,Mobilier > Tables > Tables basses,,,"Cette paire de tables basses modernes se distingue par leur design élégant avec surfaces effet marbre blanc et finitions en doré brillant. Leur structure en métal noir leur confère solidité tout en apportant une touche sophistiquée et contemporaine à votre salon ou espace de réception. Idéales pour un intérieur marocain chic, ces tables peuvent accueillir des éléments décoratifs, des magazines ou des accessoires de décoration, créant ainsi un espace convivial et esthétique.","[""Blanc"",""Doré"",""Noir""]","[{""x_min"":0.67,""y_min"":0.02,""x_max"":0.89,""y_max"":0.18,""confidence"":0.95}]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.22,""y_max"":0.1,""confidence"":0.85}]",[],,Table basse ronde effet marbre blanc avec finition dorée,,3450.0,0.0,0.95
PHOTO-2026-06-08-16-55-42 5.json,1,2,Table basse,Mobilier > Tables > Tables basses,,,"Cette paire de tables basses modernes se distingue par leur design élégant avec surfaces effet marbre blanc et finitions en doré brillant. Leur structure en métal noir leur confère solidité tout en apportant une touche sophistiquée et contemporaine à votre salon ou espace de réception. Idéales pour un intérieur marocain chic, ces tables peuvent accueillir des éléments décoratifs, des magazines ou des accessoires de décoration, créant ainsi un espace convivial et esthétique.","[""Blanc"",""Doré"",""Noir""]","[{""x_min"":0.67,""y_min"":0.02,""x_max"":0.89,""y_max"":0.18,""confidence"":0.95}]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.22,""y_max"":0.1,""confidence"":0.85}]",[],,Table basse ovale effet marbre blanc avec finition dorée,,3450.0,0.0,0.95
PHOTO-2026-06-08-16-55-42 6.json,1,1,Table basse,Mobilier > Tables > Tables basses,Mobilier,,"Table basse ronde avec surface en effet marbre aux nuances blanches et beiges, équipée de deux petits meubles de rangement intégrés. Son design contemporain et ses couleurs neutres apportent une touche élégante et moderne à un salon ou un espace de réception dans un intérieur marocain. Elle offre un espace pratique pour déposer des objets décoratifs, des boissons ou des livres, tout en valorisant l’ambiance de la pièce.","[""Beige"",""Blanc""]","[{""x_min"":0.05,""y_min"":0.75,""x_max"":0.8,""y_max"":0.85,""confidence"":0.95}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-55-42 7.json,1,1,Tabourets design en métal doré avec plateau en verre noir,Mobilier > Assises > Tabourets,Tabourets,Tabourets en métal,"Ce set de trois tabourets modernes se distingue par leur structure en métal doré brillant et leur plateau en verre noir, apportant une touche d'élégance et de luxe à votre espace intérieur. Leur design épuré et minimaliste en fait des éléments parfaits pour agrémenter un coin bar, une cuisine ou une salle à manger où un style contemporain est recherché. Faciles à déplacer, ces tabourets allient praticité et esthétique, tout en offrant une assise confortable pour vos moments conviviaux.","[""Orange""]",[],[],[],247,Tabouret en métal doré avec plateau en verre noir,,1800.0,0.95,0.98
PHOTO-2026-06-08-16-55-42.json,1,1,Table basse ovale avec plateau en verre noir et cadre gris,Mobilier > Tables > Tables basses,Mobilier,,"Cette table basse ovalée combine un plateau en verre noir élégant avec un cadre gris moderne. Elle est conçue pour apporter une touche contemporaine à votre salon ou espace de détente. Sa forme ovale facilite la circulation autour et sa surface lisse permet de disposer des objets décoratifs, des magazines ou des boissons. Son design épuré s'intègre parfaitement dans un intérieur moderne marocain, offrant à la fois fonctionnalité et décoration discrète.","[""Gris"",""Noir""]",[],[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-55-43 2.json,1,1,Fauteuil design en tissu orange et noir,Mobilier,Fauteuils,Assises,"Ce fauteuil moderne présente une silhouette élégante avec un haut dossier en forme d'ailes et une assise confortable. Son allure distinctive est accentuée par le contraste entre le rembourrage orange vif et le tissu noir quilté sur les côtés. Avec ses lignes épurées et son design contemporain, il constitue un excellent choix pour apporter une touche dynamique dans un salon ou une espace de détente au Maroc. Sa structure en bois ajoute une stabilité solide, faisant de ce fauteuil une pièce à la fois pratique et décorative, idéale pour un intérieur sophistiqué ou un espace lounge.","[""Orange"",""Noir""]",[],[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-55-43 3.json,1,1,Table basse,Mobilier > Tables > Tables basses,,,"Table basse moderne en forme de nuage avec plateau en marbre gris et finition dorée, idéale pour décorer un salon contemporain ou un espace de détente. Son design unique apporte une touche élégante et originale à votre intérieur, permettant d’y disposer des objets décoratifs, des magazines ou des boissons. Facile à intégrer dans un style intérieur chic ou industriel, cette table constitue un élément central qui enrichit l’ambiance de votre salon ou de votre espace de réception.","[""Gris"",""Orange"",""Beige""]","[{""x_min"":0.0,""y_min"":0.0,""x_max"":1.0,""y_max"":1.0,""confidence"":0.95}]",[],[],045,,,4450.0,0.9,0.95
